DOI,gemini,openai,common,priority,passfail
10.1016/j.rser.2024.114798,XN,XV XN,XN,0,NA
10.4324/9781003267492-22,XV XN,XV XN,XN XV,0,NA
10.21273/HORTTECH.23.2.207,XC XN,XC XV XN,XN XC,0,NA
10.4324/9780203145975-13,XC,XC XN,XC,0,NA
10.1111/plb.13416,XV XN,XN,XN,0,NA
10.1038/s41535-022-00475-1,XC XN,XC XV XN,XN XC,0,NA
10.1016/j.agrformet.2021.108772,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.indcrop.2023.116596,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1002/adhm.201600723,XC XN,XC XV XN,XN XC,0,NA
10.1016/j.oceaneng.2024.116915,XV XN,XC XV XN,XN XV,0,NA
10.1111/tran.12229,XC XN,XC XN,XN XC,0,NA
10.1016/j.atmosenv.2016.12.019,XV XN,XC XV XN,XN XV,0,NA
10.3303/CET1335226,XV XN,XC XN,XN,0,NA
10.3389/fpls.2022.999584,XC XV XN,XC XV XN,XN XC XV,0,NA
10.2489/jSWC.2023.00132,XV XN,XV XN,XN XV,0,NA
10.3969/j.issn.1000-6362.2020.09.001,XV XN,XV XN,XN XV,0,NA
10.1007/4-431-31014-2_13,XV XN,XV XN,XN XV,0,NA
10.1007/BF02768969,XV XN,XV XN,XN XV,0,NA
10.2174/978160805103811201010310,XN,XC XV XN,XN,0,NA
10.1016/j.enbuild.2017.09.018,XN,XC XN,XN,0,NA
10.1504/IJGEI.2016.079370,XO,XC XN,Disagree,1,Failed
10.1016/j.scitotenv.2024.176750,XV XN,XC XN,XN,0,NA
10.1080/09535314.2024.2387023,RE RF RA,XC XN,RE RA RF,3,Failed
10.1109/SCSE61872.2024.10550761,XC XN,XC XN,XN XC,0,NA
10.1016/j.jenvman.2024.122963,XV XN,XV XN,XN XV,0,NA
10.1007/s11664-999-0151-6,XC XN,XC XV XN,XN XC,0,NA
10.1016/j.apenergy.2020.116222,XN,XN,XN,0,NA
10.1002/agr.21800,XC,XC,XC,0,NA
10.1061/(ASCE)1527-6988(2003)4:3(101),RE RA,RA,RE RA,5,Unknown
10.1007/s42107-024-01184-9,XN,XC XV XN,XN,0,NA
10.1890/11-0392.1,XC XN,XC XV XN,XN XC,0,NA
10.1016/j.scitotenv.2013.04.070,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1021/acs.estlett.4c00147,XC,XC XV XN,XC,0,NA
10.1002/aenm.201602600,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/s11069-018-3473-y,XC XO,XC XN,XC,0,NA
10.1016/j.igd.2023.100071,RE RF,XC XV XN,RE RF,3,Failed
10.1007/s00484-016-1223-y,XN,XC XV XN,XN,0,NA
10.3389/fenvs.2016.00005,XV XN,XV XN,XN XV,0,NA
10.1007/s10584-011-0156-z,RE,XN,RE,3,Failed
10.1371/journal.pntd.0008541,XC XN,XC XN,XN XC,0,NA
10.3390/ma13112594,XC XN,XC XV XN,XN XC,0,NA
10.3389/fpls.2020.00552,XC XV XN,XC XV XN XA,XN XC XV,0,NA
10.1016/j.jdeveco.2020.102557,Ambiguous,RE,Ambiguous,9,Passed
10.1109/INFOCOM.2017.8057033,XC XV XN,XC XV XN,XN XC XV,0,NA
10.5545/sv-jme.2024.1007,Ambiguous,XC XV,Ambiguous,2,Failed
10.1117/12.2575610,XC,XC XV XN,XC,0,NA
10.3390/su13105719,XO,XN,Disagree,1,Failed
10.1038/s41467-022-32501-y,XV XN,XV XN,XN XV,0,NA
10.1111/jvs.12902,XV XN,XN,XN,0,NA
10.1371/journal.pone.0181187,XV XN,XC XV XN,XN XV,0,NA
10.4324/9781315213378-19,XC,XC XV XN,XC,0,NA
10.1016/0961-9534(93)90057-B,XO,XN,Disagree,1,Unknown
10.1016/j.jenvman.2024.120433,XN,XV XN,XN,0,NA
10.1007/s42243-021-00566-6,XC,XC XV XN,XC,0,NA
10.1094/PHYTO-04-15-0085-RVW,XC XN,XC XN,XN XC,0,NA
10.3390/w14010038,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1360/N972019-00137,XC XN,XC XN,XN XC,0,NA
10.1111/gcb.12457,XV,XC XV XN,XV,0,NA
10.1080/24694452.2020.1782167,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3354/meps281259,XV XN,XC XV XN,XN XV,0,NA
10.1038/s41467-022-31123-8,XV XN,XC XV XN,XN XV,0,NA
10.1111/1365-2435.13553,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1525/hsns.2016.46.2.207,XO,XN,Disagree,1,Unknown
10.4103/ijcm.ijcm_171_22,XC XN,XC XN,XN XC,0,NA
10.1007/s10853-024-09466-y,XC XN,XC XV XN,XN XC,0,NA
10.1071/BT10051,XC XN,XC XV XN,XN XC,0,NA
10.32479/ijeep.16097,RE RF,XV XN,RE RF,3,Failed
10.1088/1748-9326/ab4937,XV XN,XV XN,XN XV,0,NA
10.3390/en17194925,XN,XC XV XN,XN,0,NA
10.1088/1748-9326/9/6/064012,XC XV XN,XC XV XN,XN XC XV,0,NA
10.4324/9781315771397-8,XO,XC XV XN,Disagree,1,Failed
10.1109/SOCIETY.2013.15,XO,XC XV XN,Disagree,6,Passed
10.1029/2002JD002510,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1080/21568316.2014.890127,XC XN,XC XN,XN XC,0,NA
10.1016/j.worlddev.2021.105793,RE,XC XV XN,RE,8,Passed
10.1016/j.landusepol.2011.09.013,Ambiguous,Ambiguous,Ambiguous,3,Failed
10.1016/j.jenvman.2013.02.045,RA,XC XV,RA,3,Failed
10.1063/1.5066026,XC XV XN,XC XN,XN XC,0,NA
10.1175/2008JCLI2200.1,XC XV XN,XC XN,XN XC,0,NA
10.1139/cjfr-2017-0096,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1080/09613218.2010.528186,XV XN,XV XN,XN XV,0,NA
10.1201/9781315226774,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.energy.2015.10.088,XN XO,XC XN,XN,0,NA
10.3969/j.issn.1000-6362.2021.12.007,XV XN,XV XN,XN XV,0,NA
10.1109/ACCESS.2024.3520986,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.ecolind.2024.112522,RE RF,RE,RE RF,5,Failed
10.1073/pnas.2200354119,XV XN,XV XN,XN XV,0,NA
10.3390/w13081066,XN,XC XN,XN,0,NA
10.1016/j.cliser.2024.100466,XV XN,XN,XN,0,NA
10.1002/ecs2.3287,XV XN,XV XN,XN XV,0,NA
10.1111/j.1757-1707.2009.01012.x,XV XN XO,XV XN,XN XV,0,NA
10.3390/met8040285,XC XV XN,XC XV XN,XN XC XV,0,NA
10.25103/jestr.031.15,XC XV XN,XN,XN,0,NA
10.1192/bjp.2020.54,XC XN,XC XV XN,XN XC,0,NA
10.1016/j.enpol.2015.07.003,RA,XV XN,RA,3,Failed
10.1123/jpah.2019-0399,XC XV XN,XC XN,XN XC,0,NA
10.3959/TRR2018-11,XN,XC XN,XN,0,NA
10.1016/j.scitotenv.2018.02.249,XV XN,XC XN,XN,0,NA
10.1029/2022EF002788,XO,XV XN,Disagree,6,Passed
10.1007/s00267-003-0042-1,XO,XC XN,Disagree,1,Failed
10.3102/0013189X16633182,XC,XC XN,XC,0,NA
10.1016/j.jhg.2023.09.002,XN,XV XN,XN,0,NA
10.1016/j.gfs.2020.100446,XC XV XN,XC XN,XN XC,0,NA
10.1016/j.energy.2022.123536,XC XN,XC XN,XN XC,0,NA
10.1016/j.msea.2018.04.083,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.jhydrol.2015.06.039,XV XN,XC XV XN,XN XV,0,NA
10.16768/j.issn.1004-874X.2023.03.005,XC XV XN,XC XV XN,XN XC XV,0,NA
10.4324/9780429305498-11,XC,XC XV XN,XC,0,NA
10.1007/s10708-023-10824-7,XO,XN,Disagree,6,Passed
10.1016/j.gloplacha.2018.12.007,XC,XC XV XN,XC,0,NA
10.3389/fenvs.2022.1014660,XN,XC XV XN,XN,0,NA
10.1360/N972015-01333,XA,XC XV XN,Disagree,6,Passed
10.16843/j.sswc.2019.01.008,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3390/ijerph16050692,XV XN,XN,XN,0,NA
10.1029/2023JC020681,XO,XC XV XN,Disagree,6,Passed
10.1016/j.ocecoaman.2024.107242,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.rse.2022.113423,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.hal.2020.101973,XC XV XN,XC XV XN,XN XC XV,0,NA
10.103832/ifor4112016,XV XN,XV XN,XN XV,0,NA
10.2166/wcc.2013.014,XO,XV XN,Disagree,6,Passed
10.1016/j.jcis.2019.06.085,XC XV XN,XC XV XN,XN XC XV,0,NA
10.22034/igq.2024.391487.1758,XN XO,XC XV XN,XN,0,NA
10.1007/s11356-021-14473-6,RE,XC XV XN,RE,3,Failed
10.1371/journal.pntd.0009301,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.foreco.2021.119323,XV XN,XC XV XN,XN XV,0,NA
10.1163/22941932-20170173,XC XN,XC XV XN,XN XC,0,NA
10.1007/s12053-021-09992-7,XO,XC XN,Disagree,1,Failed
10.5195/JWSR.2012.480,XC XN,XC XV XN,XN XC,0,NA
10.3389/fevo.2022.1063266,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.jechem.2023.09.020,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3389/fpls.2022.960302,XN,XC XN,XN,0,NA
10.1021/acs.cgd.9b00495,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.gloenvcha.2012.04.003,XN XO,XN,XN,0,NA
10.1371/journal.pone.0211068,XC XN,XC XN,XN XC,0,NA
10.1007/s10653-021-01140-5,XN,XV XN,XN,0,NA
10.3390/su13105534,XN XO,XN,XN,0,NA
10.1016/j.snb.2023.135015,XC XN,XC XN,XN XC,0,NA
10.1007/s11357-014-9740-2,XC XV XN,XC XV XN XO,XN XC XV,0,NA
10.1007/s10668-017-9908-x,XN,XN,XN,0,NA
10.5194/gmd-17-6437-2024,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1051/epjpv/2024010,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1080/13563467.2019.1598964,Ambiguous,XN XA,Ambiguous,2,Failed
10.1007/s00477-023-02387-3,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/978-3-030-94395-0_1,XN XA,XV XN,XN,0,NA
10.1007/s00382-020-05576-w,XN,XV XN,XN,0,NA
10.1007/s10668-023-04063-6,XC XN,XC XN,XN XC,0,NA
10.1038/NCLIMATE2326,RE RA,XC XV XN,RE RA,8,Passed
10.1002/2017SW001614,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.jhydrol.2024.131112,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.jhydrol.2016.11.001,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.ppees.2018.10.001,XC XV XN XA,XC XV XN,XN XC XV,0,NA
10.1080/20964471.2020.1842305,XO,XC XV XN,Disagree,1,Unknown
10.1071/BT07107,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.nhres.2022.11.003,XN,XN,XN,0,NA
10.1108/IJCCSM-11-2015-0154,XN,XN,XN,0,NA
10.1016/j.jenvman.2023.119378,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1111/cobi.13591,XV XN,XV XN,XN XV,0,NA
10.1002/2017GB005787,XC XV,XC XV XN,XC XV,0,NA
10.1016/j.ijfoodmicro.2020.108518,XC XN,XC XV XN,XN XC,0,NA
10.1007/s00227-021-04013-8,XV XN,XC XV XN,XN XV,0,NA
10.1080/10455752.2024.2360890,XO,XN,Disagree,1,Failed
10.1016/j.hal.2017.05.005,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1046/j.1365-2486.1997.00105.x,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.jhydrol.2024.132336,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1088/1361-6528/abea36,XC XN,XC XV XN,XN XC,0,NA
10.1111/gcb.12312,XV XN,XV XN,XN XV,0,NA
10.1016/j.envpol.2022.118913,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1021/acsomega.3c02441,XV XN,XC XV XN,XN XV,0,NA
10.1186/s13071-017-2071-2,XC XV XN,XC XN,XN XC,0,NA
10.1039/c3ee43714k,XO,XC XN,Disagree,1,Failed
10.1155/2013/248194,XN,XV XN,XN,0,NA
10.1016/j.matpr.2021.12.032,XC XN,XC XN,XN XC,0,NA
10.4271/2019-01-1927,XC XN,XC XV XN,XN XC,0,NA
10.1038/srep36021,RE,XV XN,RE,3,Unknown
10.1117/12.3035233,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1890/110031,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.energy.2012.02.054,XO,XC XN,Disagree,1,Failed
10.1007/698_2024_1119,XC XN,XN,XN,0,NA
10.1088/1748-9326/7/1/014008,XV XN,XC XV XN,XN XV,0,NA
10.5479/si.0077-5630.611,XO,XC XV XN XA,Disagree,1,Unknown
10.1007/s11085-012-9297-3,XC,XC XV XN,XC,0,NA
10.7667/PSPC180251,XC XN,XC XN,XN XC,0,NA
10.3390/ani14060829,XV XN,XV XN,XN XV,0,NA
10.1016/j.marpolbul.2022.113944,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.palaeo.2024.112529,Ambiguous,XC XV XN,Ambiguous,7,Passed
10.1017/S1355770X20000224,RE,XC XN,RE,8,Passed
10.1016/j.actao.2017.05.002,XC XN,XC XV XN,XN XC,0,NA
10.3390/su16072744,RE,XV XN,RE,8,Passed
10.1016/j.ocecoaman.2024.107107,XN,XN,XN,0,NA
10.1007/978-94-007-6907-6_5,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/s12665-023-10827-0,XC XN,XC XV XN,XN XC,0,NA
10.1016/j.ecoser.2017.11.001,RA,RA,RA,5,Unknown
10.1016/j.wace.2020.100285,XO,XV XN XA,Disagree,1,Unknown
10.1016/j.dib.2020.105693,XC XV XN XA,XC XV XN,XN XC XV,0,NA
10.1016/j.jenvman.2025.124078,XO,XC XV XN,Disagree,1,Unknown
10.1016/j.envint.2018.03.041,XV XN,XV XN,XN XV,0,NA
10.1016/j.envexpbot.2012.09.009,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3390/ijerph19031503,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.ecolind.2021.108222,XV XN,XC XV XN,XN XV,0,NA
10.1088/1748-9326/ac2699,XN,XN,XN,0,NA
10.4209/aaqr.2020.07.0413,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.atmosenv.2018.04.013,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3788/gzxb20245301.0114001,XC,XC XV XN,XC,0,NA
10.1016/j.forpol.2021.102423,XC XV XN,XC XV XN XA,XN XC XV,0,NA
10.1016/j.jclepro.2020.123725,XO,RA,RA,3,Unknown
10.1080/14693062.2007.9685668,RF,XC,RF,3,Failed
10.3390/rs13183582,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.jclepro.2022.134799,XC XN,XC XN,XN XC,0,NA
10.20517/microstructures.2022.13,XC XN,XC XV XN,XN XC,0,NA
10.1016/j.heliyon.2024.e25132,XV XN,XN,XN,0,NA
10.3390/s24186034,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1186/s12866-022-02453-w,XC XN,XC,XC,0,NA
10.1007/s11269-023-03604-y,XV XN,XC XV XN,XN XV,0,NA
10.4156/jcit.vol7.issue19.70,XC,XC XN,XC,0,NA
10.1007/s12210-014-0335-8,XN XO,XC XV XN,XN,0,NA
10.1371/journal.pone.0214128,XN,XC XV XN,XN,0,NA
10.3390/cli7100121,Ambiguous,XN,Ambiguous,7,Passed
10.5423/PPJ.OA.07.2023.0098,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.jclepro.2022.133186,XO,XV,Disagree,1,Failed
10.1016/j.scitotenv.2019.01.404,XN,XC XV XN,XN,0,NA
10.17660/ActaHortic.2019.1263.43,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/978-981-16-0902-2_11,RE,XC XV XN,RE,3,Failed
10.1016/j.apenergy.2021.116880,XN,XN,XN,0,NA
10.11591/eei.v14i1.7968,XC XV XN,XC XN,XN XC,0,NA
10.1016/j.dendro.2020.125804,XC,XC XV XN,XC,0,NA
10.1016/j.jaap.2023.106086,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1111/1365-2656.12933,XV XN,XC XV XN,XN XV,0,NA
10.1111/agec.12021,XO,XN,Disagree,1,Unknown
10.1016/j.egyr.2021.10.097,XN,XV XN,XN,0,NA
10.5194/acp-19-9865-2019,XO,XC XV XN,Disagree,1,Failed
10.1016/j.gloplacha.2015.09.008,XC XV XN XA,XC XV XN,XN XC XV,0,NA
10.1038/NCLIMATE2734,RA,XV XN,RA,3,Failed
10.1016/j.scitotenv.2024.175283,XV XN,XC XV XN,XN XV,0,NA
10.5194/acp-23-13941-2023,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1002/2015GL065364,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/s11356-022-18908-6,XN,XV XN,XN,0,NA
10.3390/w14182816,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.agwat.2024.108683,XV XN,XN,XN,0,NA
10.1016/j.envres.2024.119508,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.scitotenv.2019.03.448,XC,XV XN,Disagree,1,Failed
10.1016/j.trd.2021.102797,RE RF RA,RA,RE RA RF,10,Passed
10.1002/ece3.3306,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.renene.2014.03.019,XV XN,XV XN,XN XV,0,NA
10.1007/s00709-010-0161-5,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.envsci.2021.09.027,XN,XC XV XN,XN,0,NA
10.1093/ulr/uny020,XO,XC XV XN,Disagree,1,Failed
10.19721/j.cnki.1671-8879.2024.05.005,XV XN,XC XV XN,XN XV,0,NA
10.1145/2600212.2600217,XC,XC XV XN,XC,0,NA
10.12082/dqxxkx.2022.210031,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1139/er-2024-0001,RF RA,XV XN,RA RF,3,Unknown
10.1080/00036846.2024.2364922,RE RF,XN,RE RF,3,Failed
10.1016/j.scitotenv.2023.168642,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.agsy.2018.07.003,XV XN XO,XC XV XN,XN XV,0,NA
10.1109/ICPST61417.2024.10602430,XV XN,XC XV XN,XN XV,0,NA
10.3368/er.26.2.143,XO,XN,Disagree,1,Unknown
10.3390/rs16040725,XN,XV XN,XN,0,NA
10.1002/tpg2.20206,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1080/21598282.2023.2256474,XO,XV XN,Disagree,1,Failed
10.1016/j.hal.2023.102496,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.ecolecon.2009.06.017,XC XV XN,XV XN,XN XV,0,NA
10.1557/s43577-022-00420-4,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1177/1523422320982933,XC XN,XC XV XN,XN XC,0,NA
10.1007/s11356-018-1530-4,XV XN,XV XN,XN XV,0,NA
10.1088/1748-9326/acadf6,RF,XN,RF,3,Failed
10.1016/j.jenvman.2021.113935,RE RF,XV,RE RF,3,Failed
10.1016/j.scitotenv.2024.170638,XV XN,XC XV XN,XN XV,0,NA
10.15244/pjoes/142482,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1002/ecs2.2052,XN,XC XV XN,XN,0,NA
10.1002/pld3.316,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1142/S2010007823400018,XN XO,Ambiguous,Ambiguous,2,Failed
10.1080/14693062.2022.2124224,RE,XN,RE,3,Failed
10.1016/j.optmat.2022.112448,XC XN,XC XV XN,XN XC,0,NA
10.1016/j.apenergy.2024.123967,RE,XN,RE,3,Unknown
10.1177/09596836221095978,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.engfracmech.2021.108132,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.quascirev.2022.107783,XC XV XN,XC XN,XN XC,0,NA
10.1163/9789004274648_002,XO,XC XV XN XA,Disagree,1,Failed
10.53478/TUBA.978-625-8352-17-7.ch28,Ambiguous,Ambiguous,Ambiguous,3,Failed
10.15838/esc.2023.5.89.15,XC XN,XC XV XN,XN XC,0,NA
10.1002/ldr.2910,XV XN,XC XV XN,XN XV,0,NA
10.1038/s41467-021-22838-1,RA,XN,RA,8,Passed
10.3390/rs71013729,XC XV,XC XV XN,XC XV,0,NA
10.1016/j.dsr2.2010.04.003,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1038/379240a0,XO,XN,Disagree,1,Failed
10.1007/s11205-015-0974-x,XC,XC XV XN,XC,0,NA
10.1038/s41560-018-0236-7,XO,XC XV XN,Disagree,1,Failed
10.3389/feart.2020.575048,XO,XC XN,Disagree,1,Unknown
10.3390/en17020455,XC,XN,Disagree,1,Failed
10.1080/13504509.2024.2423865,XO,XC XV XN,Disagree,1,Failed
10.1590/s0006-87052010000100030,RA,XN,RA,8,Passed
10.1016/j.cosust.2012.01.004,XO,XC XN,Disagree,1,Unknown
10.1016/j.aquatox.2016.09.015,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/978-3-030-01520-6_17,XC XV XN,XC XN,XN XC,0,NA
10.1007/s00148-024-01039-2,XO,XC XV XN,Disagree,6,Passed
10.3390/en13153819,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1071/RJ18052,XV XN,XN,XN,0,NA
10.13187/bg.2022.4.1885,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1371/journal.pone.0126689,XV XN,XV XN XO,XN XV,0,NA
10.1016/j.jag.2015.04.007,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1111/1365-2745.13677,XC XN,XC XV XN,XN XC,0,NA
10.1007/978-3-030-44041-1_3,XC XV XN,XC XV XN,XN XC XV,0,NA
10.17520/biods.2019273,XC XV XN,XC XV XN,XN XC XV,0,NA
10.5846/stxb202108082170,XN,XN,XN,0,NA
10.1016/j.csite.2018.03.002,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1034/j.1600-0889.47.issue4.9.x,XO,XC XV XN,Disagree,1,Failed
10.1371/journal.pone.0018038,XN,XV XN,XN,0,NA
10.5268/IW-4.3.558,XC XN,XC XV XN,XN XC,0,NA
10.1007/s40565-017-0321-0,XN,XN,XN,0,NA
10.1017/S0020818320000375,XC XA,XC XN,XC,0,NA
10.1017/S0025315415000156,XC XV XN,XC XN,XN XC,0,NA
10.1007/s11069-022-05429-1,RE RF,XN,RE RF,8,Passed
10.1038/s41893-020-00670-7,XC XN XO,XC XN,XN XC,0,NA
10.1038/nature14677,XO,XC XV XN,Disagree,1,Failed
10.1146/annurev-genet-111523-102226,XC XV XN,XC XN,XN XC,0,NA
10.3390/rs11050496,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1080/00036846.2024.2326040,XC XN,XC XN,XN XC,0,NA
10.1023/A:1015511106941,XN,XV XN,XN,0,NA
10.1111/j.1365-2419.2009.00518.x,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1021/acsaem.1c01886,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3389/fmars.2022.844158,XC XV XN,XC XV XN,XN XC XV,0,NA
10.2138/am-2018-6138CCBY,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1021/acsami.8b07346,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3850/IAHR-39WC2521716X2022877,XV XN,XV XN,XN XV,0,NA
10.1016/j.jhydrol.2020.124909,XC XN,XV XN,XN,0,NA
10.1111/j.1365-2745.2009.01479.x,XC XN,XC XV XN,XN XC,0,NA
10.1038/s41597-022-01145-4,RA,XC XV XN,RA,3,Unknown
10.1002/fut.22402,XC,XC XN,XC,0,NA
10.3390/su10010013,XN,XN,XN,0,NA
10.1016/j.foodres.2010.07.003,XV XN XA,XV XN,XN XV,0,NA
10.1007/s12665-015-4559-4,RF RA,XV XN,RA RF,3,Failed
10.1051/matecconf/201821802011,XV XN,XV XN,XN XV,0,NA
10.1039/d1nr06582c,XC XN,XC XN,XN XC,0,NA
10.1016/j.ecolmodel.2011.09.003,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/s12237-010-9284-3,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/s13143-021-00260-3,XO,XV XN,Disagree,1,Failed
10.1016/j.ijid.2019.10.002,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1021/acsnano.4c09916,XC XV XN,XC XN,XN XC,0,NA
10.3390/d15101042,XC XN,XN XA,XN,0,NA
10.1016/j.scitotenv.2022.160600,XC XV XN,XC XV XN XA,XN XC XV,0,NA
10.1016/j.isprsjprs.2024.02.011,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3390/su16229844,XC XN,XC XV XN,XN XC,0,NA
10.1038/NGEO2284,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.hal.2012.04.005,XC XV XN,XC XN,XN XC,0,NA
10.1016/j.foreco.2009.11.020,XC XN,XC XV XN,XN XC,0,NA
10.3390/d14060441,XN XO,XV XN,XN,0,NA
10.1038/s41598-018-35861-y,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.gecco.2023.e02623,XC XN,XC XV XN,XN XC,0,NA
10.1016/j.palaeo.2018.02.025,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1515/afe-2017-0061,XC XV XN,XC XN,XN XC,0,NA
10.1007/s00267-018-1026-5,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1590/0001-3765202220210596,XC XV XN XO,XC XV XN,XN XC XV,0,NA
10.1016/j.scitotenv.2019.04.427,XC XV XN,XC XN,XN XC,0,NA
10.1089/eco.2016.0022,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.gloplacha.2018.04.001,XC XV XN,XC XV XN XA,XN XC XV,0,NA
10.1098/rspb.2010.0960,XC XN,XC XV XN,XN XC,0,NA
10.11604/pamj.2021.40.113.30545,XV XN,XV XN,XN XV,0,NA
10.1016/j.foreco.2017.04.005,XV XN,XV XN,XN XV,0,NA
10.1016/j.palaeo.2017.11.015,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3390/w9070515,XN,XC XV XN,XN,0,NA
10.1007/s12053-018-9683-z,XC XO,XC XV XN,XC,0,NA
10.1007/978-3-031-48204-5_17,XO,XC XV XN XA,Disagree,1,Failed
10.3850/38WC092019-1731,XC XN,XC XV XN,XN XC,0,NA
10.3390/plants9101382,XV XN,XC XV XN XO,XN XV,0,NA
10.1021/cg9004104,XC,XC XN,XC,0,NA
10.1890/10-1685.1,XO,XC XV XN,Disagree,1,Failed
10.1179/030801801679502,XC XO,XC XN,XC,0,NA
10.4324/9780203066911-42,XC,XC XN,XC,0,NA
10.1128/AEM.02601-17,XC XN,XC XV XN,XN XC,0,NA
10.1016/j.renene.2014.02.009,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.rspp.2025.100173,XC XN,XC XN,XN XC,0,NA
10.1016/j.jclepro.2020.125723,XV XN,XN,XN,0,NA
10.1016/j.fcr.2024.109509,XV XN,XC XN,XN,0,NA
10.1016/j.colsurfa.2016.03.051,XC XV XN,XC XN,XN XC,0,NA
10.2139/ssrn.3817276,XN,XN,XN,0,NA
10.1016/j.enbuild.2017.03.053,XC XN,XN,XN,0,NA
10.1007/s10113-020-01625-6,RE,XN,RE,8,Passed
10.1007/s13132-023-01372-z,XC,XC XV XN,XC,0,NA
10.1080/26437015.2021.1882915,XN,XC XV XN,XN,0,NA
10.1016/j.gloenvcha.2015.06.004,RE,RE,RE,5,Failed
