DOI,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes,ExtractCount,Impacted Sector,Solution,Quantification,Expression,Type of Value,Sample
10.1016/j.agsy.2017.01.016,,Norway,Climate Uncertainty,,,%,4.0,,,,,,"p. 2, l. 15-17",Farm incomes are 4% higher on average compared to the deterministic scenario.,2.0,Agricultural,Any,Farm Income,MonetaryBenefits,Economic,
10.1016/j.agsy.2017.01.016,,Norway,Climate Uncertainty,,,%,9.0,,,,,,"p. 2, l. 15-17",Cereal production is on average 9% lower.,2.0,Agricultural,Any,Cereal Production,AvoidedImpact,Economic,
10.1016/j.agsy.2017.01.016,,Norway,Climate & Policy Unc.,,,1 000 Nkr person-year-1,444.0,21.1,,401.0,,505.0,Table 8,"Mean agricultural income under combined climate and policy uncertainty, with min, max, and SD.",2.0,Agricultural,Any,Agricultural Income,MonetaryBenefits,Economic,Need
10.1016/j.agsy.2017.01.016,,Norway,Climate & Policy uncertainty,,,Nkr per ha,3685.0,1235.0,,1811.0,,6324.0,Table 7,"Mean land rent under combined climate and policy uncertainty, with min, max, and SD.",2.0,Agricultural,Any,Land Rents,MonetaryBenefits,Economic,Need
10.1016/j.agsy.2017.01.016,,Norway,Climate & Policy uncertainty,,,Nkr kg-1,4.24,0.18,,3.91,,4.76,Table 7,"Mean milk quota rents under combined climate and policy uncertainty, with min, max, and SD.",2.0,Agricultural,Any,Milk Quota Rents,MonetaryBenefits,Economic,Need
10.1016/j.agsy.2017.01.016,,Norway,Climate Uncertainty,,,1 000 ha,890.0,51.7,,791.0,,932.0,Table 6,Mean and SD of agricultural area under climate uncertainty.,2.0,Agricultural,Any,Land Use,BaselineImpact,Economic,Need
10.1016/j.agsy.2017.01.016,,Norway,Climate & Policy uncertainty,,,1 000 ha,887.0,71.0,,625.0,,963.0,Table 6,Mean and SD of agricultural area under climate and policy uncertainty.,2.0,Agricultural,Any,Land Use,BaselineImpact,Economic,Need
10.1016/j.agsy.2017.01.016,,Norway,Climate & Policy uncertainty,,,1 000 person-years,42.6,4.1,,29.2,,48.2,Table 6,Mean and SD of labor use under climate and policy uncertainty.,2.0,Agricultural,Any,Labor Use,BaselineImpact,Economic,Need
10.1057/s41599-022-01130-7,,192 countries and territories,Business-as-usual,,,%,0.28,,,,,,Table 1,Mitigation effect of climate change readiness across sectors,2.0,All,Any,Parameter estimates,AvoidedImpact,Economic,Need
10.1057/s41599-022-01130-7,,192 countries and territories,Business-as-usual,,,%,1.48,,,,,,Table 1,Mitigation effect of social readiness has a high impact across sectors,2.0,All,Any,Parameter estimates,AvoidedImpact,Economic,Need
10.1057/s41599-022-01130-7,,192 countries and territories,Business-as-usual,,,%,0.02,,,,,,Table 1,Income level mitigates sectoral climate vulnerability,2.0,All,Any,Parameter estimates,AvoidedImpact,Economic,Need
10.1057/s41599-022-01130-7,,192 countries and territories,Business-as-usual,,,%,0.15,,,,,,Table 1,Long-term rise in income mitigates sectoral climate vulnerability,2.0,All,Any,Parameter estimates,AvoidedImpact,Economic,Need
10.1057/s41599-022-01130-7,,192 countries and territories,,,,%,0.28,0.0152,,,,,Table 1,Mitigation effect of economic readiness,2.0,Ecosystem Services,Adaptation,Parameter Estimates,AvoidedImpact,Economic,Need
10.1057/s41599-022-01130-7,,192 countries and territories,,,,%,0.28,0.0166,,,,,Table 1,Mitigation effect of economic readiness,2.0,Food,Adaptation,Parameter Estimates,AvoidedImpact,Economic,Need
10.1057/s41599-022-01130-7,,192 countries and territories,,,,%,0.28,0.0169,,,,,Table 1,Mitigation effect of economic readiness,2.0,Habitat,Adaptation,Parameter Estimates,AvoidedImpact,Economic,Need
10.1057/s41599-022-01130-7,,192 countries and territories,,,,%,0.28,0.0211,,,,,Table 1,Mitigation effect of economic readiness,2.0,Health,Adaptation,Parameter Estimates,AvoidedImpact,Economic,Need
10.1057/s41599-022-01130-7,,192 countries and territories,,,,%,0.28,0.0195,,,,,Table 1,Mitigation effect of economic readiness,2.0,Infrastructure,Adaptation,Parameter Estimates,AvoidedImpact,Economic,Need
10.1057/s41599-022-01130-7,,192 countries and territories,,,,%,0.28,0.0158,,,,,Table 1,Mitigation effect of economic readiness,2.0,Water,Adaptation,Parameter Estimates,AvoidedImpact,Economic,Need
10.1057/s41599-022-01130-7,,192 countries and territories,,,,%,1.48,0.0152,,,,,Table 1,Mitigation effect of economic readiness,2.0,Ecosystem Services,Adaptation,Parameter Estimates,AvoidedImpact,Economic,Need
10.1057/s41599-022-01130-7,,192 countries and territories,,,,%,1.48,0.0166,,,,,Table 1,Mitigation effect of economic readiness,2.0,Food,Adaptation,Parameter Estimates,AvoidedImpact,Economic,Need
10.1057/s41599-022-01130-7,,192 countries and territories,,,,%,1.48,0.0169,,,,,Table 1,Mitigation effect of economic readiness,2.0,Habitat,Adaptation,Parameter Estimates,AvoidedImpact,Economic,Need
10.1057/s41599-022-01130-7,,192 countries and territories,,,,%,1.48,0.0211,,,,,Table 1,Mitigation effect of economic readiness,2.0,Health,Adaptation,Parameter Estimates,AvoidedImpact,Economic,Need
10.1057/s41599-022-01130-7,,192 countries and territories,,,,%,1.48,0.0195,,,,,Table 1,Mitigation effect of economic readiness,2.0,Infrastructure,Adaptation,Parameter Estimates,AvoidedImpact,Economic,Need
10.1057/s41599-022-01130-7,,192 countries and territories,,,,%,1.48,0.0158,,,,,Table 1,Mitigation effect of economic readiness,2.0,Water,Adaptation,Parameter Estimates,AvoidedImpact,Economic,Need
10.1057/s41599-022-01130-7,,192 countries and territories,,,,%,0.02,0.0002,,,,,Table 1,Mitigation effect of rising income level,2.0,All,Adaptation,Parameter Estimates,AvoidedImpact,Economic,Need
10.1057/s41599-022-01130-7,,192 countries and territories,,,,%,0.15,0.0002,,,,,Table 1,Mitigation effect of rising income level,2.0,All,Adaptation,Parameter Estimates,AvoidedImpact,Economic,Need
10.1073/pnas.1317166111,,Indonesia,CMIP3,,,%,14.5,,,,,,Page 4,Average of 14-15% asset value reduction at 25°C due to 1°C temperature increase.,1.0,Household,Adaptation,Asset Value Change,BaselineImpact,Economic,Need
10.1073/pnas.1317166111,,Indonesia,CMIP3,,,%,29.5,,,,,,Page 4,Average of 28-31% asset value reduction at 26°C due to 1°C temperature increase.,1.0,Household,Adaptation,Asset Value Change,BaselineImpact,Economic,Need
10.1073/pnas.1317166111,,Indonesia,CMIP3,,,%,5.0,,,,,,Page 4,Each 1% increase in deaths from landslides lowers household assets by 5%.,1.0,Household,Adaptation,Asset Value Change,BaselineImpact,Economic,Need
10.1073/pnas.1317166111,,Indonesia,CMIP3,,,Probability,0.0,,,,,,"Table 2, Discussion",Reports the change in annual outmigration probability under projected low- and high-temperature increase scenarios. Could be interpreted as avoided migration due to adaptation or increased migration as a cost of inaction. Setting Value=0 as a placeholder because NA is invalid.,1.0,Household,Any,Migration Probability,AvoidedImpact,Economic,Need
10.1073/pnas.1317166111,,Indonesia,CMIP3,,,Probability,0.02,,,,,0.03,"Table 2, Discussion","For Central Java, East Java, Lampung, and South Sumatra (starting temp ~26°C), predicted outmigration probability increase is 0.02-0.03.",1.0,Household,Any,Migration Probability,AvoidedImpact,Economic,Need
10.1073/pnas.1317166111,,Indonesia,CMIP3,,,Probability,0.0,,,,,,"Table 2, Discussion","For South Kalimantan, Yogyakarta, and Jakarta (starting temp ~27°C), predicted outmigration probability increase is much higher. Setting Value=0 as a placeholder because NA is invalid.",1.0,Household,Any,Migration Probability,AvoidedImpact,Economic,Need
10.1073/pnas.1317166111,,Indonesia,CMIP3,,,Probability,0.0,,,,,0.0,"Table 2, Discussion","For North Sumatra, South Sulawesi, and West Sumatra (starting temp ~24°C), little to no increase in outmigration is expected.",1.0,Household,Any,Migration Probability,AvoidedImpact,Economic,Need
10.1073/pnas.1317166111,,Indonesia,CMIP3,,,Probability,0.01,,,,,0.01,"Table 2, Discussion","For West Java, a small increase in outmigration probability of close to 0.01 is expected.",1.0,Household,Any,Migration Probability,AvoidedImpact,Economic,Need
10.1073/pnas.1317166111,,Indonesia,CMIP3,,,Probability,-0.02,,,,,,"Table 2, Discussion","For Bali (starting temp ~22°C), a decline in outmigration probability is predicted between 0.02 and 0.03. Setting HighValue= blank and leaving off HighQuantile to resolve error.",1.0,Household,Any,Migration Probability,AvoidedImpact,Economic,Need
10.1016/j.eiar.2021.106587,,OECD,"7% to 3%, 25 yrs",,,USD,5723.0,,,,,,Page 6,Increase in net benefits when moving from 7% to 3% discount rate over 25 years.,2.0,All,Any,MonetaryBenefits,DiscountedSum(),Economic,Need
10.1016/j.eiar.2021.106587,,OECD,"7% to 1.4%, 25 yrs",,,%,79.07,,,,,,Page 6,"Percentage increase in discounted net benefits when moving from a 7% discount rate to a 1.4% discount rate, at 25 years",2.0,All,Any,MonetaryBenefits,DiscountedSum(),Economic,Need
10.1016/j.eiar.2021.106587,,OECD,"7% to 0%, 25 yrs",,,%,93.92,,,,,,Page 6,"Percentage increase in discounted net benefits when moving from a 7% discount rate to a 0% discount rate, at 25 years",2.0,All,Any,MonetaryBenefits,DiscountedSum(),Economic,Need
10.1017/S1355770X17000407,,East Africa,Insurance (Market Price),,,Probability,0.0,,,,,,,Figure 1,2.0,Vulnerable households,Insurance,Probability of collapse,AvoidedImpact,Economic,Need
10.1017/S1355770X17000407,,East Africa,Insurance (Actuarially Fair),,,Probability,0.0,,,,,,,Figure 1,2.0,Vulnerable households,Insurance,Probability of collapse,AvoidedImpact,Economic,Need
10.1017/S1355770X17000407,,East Africa,Insurance (Subsidized),,,Probability,0.0,,,,,,,Figure 1,2.0,Vulnerable households,Insurance,Probability of collapse,AvoidedImpact,Economic,Need
10.1017/S1355770X17000407,,East Africa,Cash Transfer,,,Probability,0.0,,,,,,,Figure 1,2.0,Vulnerable households,Cash Transfer,Probability of collapse,AvoidedImpact,Economic,Need
10.1017/S1355770X17000407,,East Africa,Triage,,,Probability,0.0,,,,,,,Figure 1,2.0,Vulnerable households,Triage,Probability of collapse,AvoidedImpact,Economic,Need
10.1017/S1355770X17000407,,East Africa,,,,%,0.0,,,,,,,Figure 6a,2.0,All,Social Protection,Poverty Headcount,AvoidedImpact [% of population],Economic,Need
10.1017/S1355770X17000407,,East Africa,,,,%,0.0,,,,,,,Figure 6b,2.0,All,Social Protection,Poverty Gap,AvoidedImpact [% of poverty line],Economic,Need
10.1016/j.gloenvcha.2023.102667,,Global,SSPs,,,GtCO2,33.0,,,,,,,Page 11,2.0,Forestry/Land Use,Fire Management,Cumulative Emissions,AvoidedImpact,Various,Need
10.1016/j.gloenvcha.2023.102667,,Global,SSPs,,,GtCO2,117.0,,,,,,,Page 11,2.0,Forestry/Land Use,Fire Management,Cumulative Emissions,AvoidedImpact,Various,Need
10.1016/j.gloenvcha.2023.102667,,Global,SSPs,,,Pg C,9.0,,,,,,,Page 11,2.0,Forestry/Land Use,Fire Management,Cumulative Emissions,AvoidedImpact,Various,Need
10.1016/j.gloenvcha.2023.102667,,Global,SSPs,,,Pg C,32.0,,,,,,,Page 11,2.0,Forestry/Land Use,Fire Management,Cumulative Emissions,AvoidedImpact,Various,Need
10.1016/j.gloenvcha.2023.102667,,Global,SSPs,,,GtCO2,19.0,,,,,,,Page 11,2.0,Forestry/Land Use,Fire Management,Cumulative Emissions,AvoidedImpact,Various,Need
10.1016/j.gloenvcha.2023.102667,,Global,SSPs,,,GtCO2,68.0,,,,,,,Page 11,2.0,Forestry/Land Use,Fire Management,Cumulative Emissions,AvoidedImpact,Various,Need
10.1016/j.ecss.2018.12.021,,Vietnam,,,,US$ billion,7.0,,,,,,,Page 17,3.0,Coastal Protection,Mangrove Restoration,Property Value,MonetaryBenefits,Economic,Need
10.1016/j.ecss.2018.12.021,,Vietnam,,,,million,8.0,,,,,,,Page 17,3.0,Coastal Protection,Mangrove Restoration,People Protected from Flooding,NonMonetaryBenefits,Economic,Need
10.1016/j.ecss.2018.12.021,,Vietnam,,,,MgC/ha,895.5,,,765.0,,1026.0,Page 36,"Carbon sequestration estimates for natural-state, naturally regenerated, and restored mangroves. Midpoint calculated.",3.0,All,Mangrove Restoration,Carbon Sequestration,NonMonetaryBenefits,Economic,Need
10.1038/NCLIMATE1120,,"Canada, Greenland, Russia, US",Mid-century,,,%,5.0,,,,,28.0,Highlights,Due to reduced sea ice.,1.0,Transportation,Adaptation,Maritime access to EEZs,NonMonetaryBenefits,Economic,Lead
10.1038/NCLIMATE1120,,"Canada, Greenland, Russia, US",Mid-century,,,%,11.0,,,,,37.0,Highlights,Theoretical offshore EEZs due to reduced sea ice.,1.0,Transportation,Adaptation,Maritime access to EEZs,NonMonetaryBenefits,Economic,Lead
10.1038/NCLIMATE1120,,The Arctic,Mid-century,,,%,-11.0,,,,,-82.0,Highlights,Due to reduced winter road potential.,1.0,Transportation,Adaptation,Inland accessibility,AvoidedImpact,Economic,Need
10.1038/NCLIMATE1120,,CAN/GRL/RUS/USA,Mid-century (2045-2059),,,%,56.0,,,,,,Page 3,"Percentage increase in accessibility to North Pole route, relative to baseline.",1.0,Transportation,Transportation,Travel Time,NonMonetaryBenefits,Economic,Need
10.1038/NCLIMATE1120,,CAN/GRL/RUS/USA,Mid-century (2045-2059),,,%,30.0,,,,,,Page 3,"Percentage increase in accessibility to Northwest Passage route, relative to baseline.",1.0,Transportation,Transportation,Travel Time,NonMonetaryBenefits,Economic,Need
10.3390/ijerph8124386,,Tanzania,1°C by 2030,,,% GDP,0.32,,,,,,Page 2,"Includes reactive adaptation costs of cholera due to climate change. Highlights, Lower bound estimate. Equivalent to 0.32% of GDP.",3.0,Health,Reactive Adaptation,Economic Costs,BaselineImpact,Economic,Need
10.3390/ijerph8124386,,Tanzania,2°C by 2030,,,% GDP,1.4,,,,,,Page 2,"Includes reactive adaptation costs of cholera due to climate change. Highlights, Upper bound estimate. Equivalent to 1.40% of GDP",3.0,Health,Reactive Adaptation,Economic Costs,BaselineImpact,Economic,Need
10.3390/ijerph8124386,,Tanzania,1°C 2030,,,USD million,5.5,,,,,10.5,Table 3,"Optimistic scenario. 4396, Optimistic scenario with 1 degree Celsius increase.",3.0,Health,Reactive Adaptation,Cost of reactive adaptation,AdaptationCost,Monetary,Need
10.3390/ijerph8124386,,Tanzania,2°C 2030,,,USD million,11.7,,,,,24.0,Table 3,"Pessimistic scenario. 4396, Pessimistic scenario with 2 degree Celsius increase.",3.0,Health,Reactive Adaptation,Cost of reactive adaptation,AdaptationCost,Monetary,Need
10.3390/ijerph8124386,,Tanzania,1°C 2030,,,USD,5430815.0,,,,,,Table 3,Cost of reactive measures (cholera treatment) under 1°C temperature increase scenario. Lower and upper boundaries.,3.0,Health,Reactive Adaptation,Cost of Reactive Adaptation,AdaptationCost,Economic,Need
10.3390/ijerph8124386,,Tanzania,1°C 2030,,,USD,10499575.0,,,,,,Table 3,Cost of reactive measures (cholera treatment) under 1°C temperature increase scenario. Lower and upper boundaries.,3.0,Health,Reactive Adaptation,Cost of Reactive Adaptation,AdaptationCost,Economic,Need
10.3390/ijerph8124386,,Tanzania,2°C 2030,,,USD,11676252.0,,,,,,Table 3,Cost of reactive measures (cholera treatment) under 2°C temperature increase scenario. Lower and upper boundaries.,3.0,Health,Reactive Adaptation,Cost of Reactive Adaptation,AdaptationCost,Economic,Need
10.3390/ijerph8124386,,Tanzania,2°C 2030,,,USD,24044027.0,,,,,,Table 3,Cost of reactive measures (cholera treatment) under 2°C temperature increase scenario. Lower and upper boundaries.,3.0,Health,Reactive Adaptation,Cost of Reactive Adaptation,AdaptationCost,Economic,Need
10.3390/ijerph8124386,,Tanzania,1°C 2030,,,USD,504970.0,,,,,,Table 3,Productivity losses due to cholera under 1°C temperature increase scenario. Lower and upper boundaries.,3.0,Health,Reactive Adaptation,Productivity Losses,AdaptationCost,Economic,Need
10.3390/ijerph8124386,,Tanzania,1°C 2030,,,USD,976276.0,,,,,,Table 3,Productivity losses due to cholera under 1°C temperature increase scenario. Lower and upper boundaries.,3.0,Health,Reactive Adaptation,Productivity Losses,AdaptationCost,Economic,Need
10.3390/ijerph8124386,,Tanzania,2°C 2030,,,USD,1085686.0,,,,,,Table 3,Productivity losses due to cholera under 2°C temperature increase scenario. Lower and upper boundaries.,3.0,Health,Reactive Adaptation,Productivity Losses,AdaptationCost,Economic,Need
10.3390/ijerph8124386,,Tanzania,2°C 2030,,,USD,2235671.0,,,,,,Table 3,Productivity losses due to cholera under 2°C temperature increase scenario. Lower and upper boundaries.,3.0,Health,Reactive Adaptation,Productivity Losses,AdaptationCost,Economic,Need
10.3390/ijerph8124386,,Tanzania,1°C 2030,,,USD,58133424.0,,,,,,Table 3,Loss of lives (VOSL) due to cholera under 1°C temperature increase scenario. Lower and upper boundaries.,3.0,Health,Reactive Adaptation,Value of Statistical Life,AdaptationCost,Economic,Need
10.3390/ijerph8124386,,Tanzania,1°C 2030,,,USD,112391286.0,,,,,,Table 3,Loss of lives (VOSL) due to cholera under 1°C temperature increase scenario. Lower and upper boundaries.,3.0,Health,Reactive Adaptation,Value of Statistical Life,AdaptationCost,Economic,Need
10.3390/ijerph8124386,,Tanzania,2°C 2030,,,USD,124986861.0,,,,,,Table 3,Loss of lives (VOSL) due to cholera under 2°C temperature increase scenario. Lower and upper boundaries.,3.0,Health,Reactive Adaptation,Value of Statistical Life,AdaptationCost,Economic,Need
10.3390/ijerph8124386,,Tanzania,2°C 2030,,,USD,257376045.0,,,,,,Table 3,Loss of lives (VOSL) due to cholera under 2°C temperature increase scenario. Lower and upper boundaries.,3.0,Health,Reactive Adaptation,Value of Statistical Life,AdaptationCost,Economic,Need
10.3390/ijerph8124386,,Tanzania,1°C 2030,,,USD,64069209.0,,,,,,Table 3,Total costs of cholera attributable to climate change under 1°C temperature increase scenario. Lower and upper boundaries.,3.0,Health,Reactive Adaptation,Total Costs,AdaptationCost,Economic,Need
10.3390/ijerph8124386,,Tanzania,1°C 2030,,,USD,123867137.0,,,,,,Table 3,Total costs of cholera attributable to climate change under 1°C temperature increase scenario. Lower and upper boundaries.,3.0,Health,Reactive Adaptation,Total Costs,AdaptationCost,Economic,Need
