DOI,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes,ExtractCount
10.1126/science.aad9837,Maize yields,US,Current Climates,2016.0,No CC,%,-48.0,,,,,,1,Temperature depresses current U.S. maize yields.,3.0
10.1126/science.aad9837,Conflict risk,Africa,Warming trends since 1980,2016.0,Pre-1980,%,11.0,,,,,,1,Warming trends since 1980 elevated conflict risk in Africa.,3.0
10.1126/science.aad9837,Income,Global,Unspecified,2100.0,Optimal temperature,%,-23.0,,,,,,10,Projected impact on global GDP by 2100,3.0
10.1126/science.aad9837,GDP growth,Global,Unspecified,2100.0,Optimal temperature,percentage points,-0.28,,,,,,10,Between 2010 and 2100 lowers the global annual growth rate by 0.28 percentage points on average,3.0
10.1126/science.aad9837,Total factor productivity,China,Unspecified,2050.0,50-60°F,%,-4.18,,,,,,10,Predicted climate change by 2050 lowers annual TFP by 4.18%,3.0
10.1126/science.aad9837,GDP growth rate,Globally,BAU,2100.0,No CC,percentage points year−1,-0.28,,,,,,12,"Projected impact of future climate changes, relative to a counterfactual of no climate change.",3.0
10.5194/essd-10-185-2018,GDP,Worldwide,,2017.0,,USD billions,-29.0,,,,,,1,Average direct damages of USD29 billion on average per year over the last 20 years.,1.0
10.1016/j.gloenvcha.2023.102667,Emissions Difference,Global,SSPs,2099.0,Historical,GtCO2,33.0,,,,,,11,"Cumulative emissions differences between SSPs, total socioeconomic factor",2.0
10.1016/j.gloenvcha.2023.102667,Emissions Difference,Global,SSPs,2099.0,Historical,GtCO2,117.0,,,,,,11,"Cumulative emissions differences between SSPs, total socioeconomic factor",2.0
10.1016/j.gloenvcha.2023.102667,Emissions Difference,Global,SSPs,2099.0,Historical,Pg C,9.0,,,,,,11,"Cumulative emissions differences between SSPs, total socioeconomic factor",2.0
10.1016/j.gloenvcha.2023.102667,Emissions Difference,Global,SSPs,2099.0,Historical,Pg C,32.0,,,,,,11,"Cumulative emissions differences between SSPs, total socioeconomic factor",2.0
10.1016/j.gloenvcha.2023.102667,Emissions Reduction,Global,Post-fire C sinks,2099.0,Pre-fire C sinks,%,42.0,,,,,,11,Indirect impact of fire reduces net C emissions,2.0
10.1016/j.gloenvcha.2023.102667,Emissions Difference,Global,SSPs,2099.0,Historical,GtCO2,19.0,,,,,,11,"Even with a 42% decrease of net carbon emissions after post-fire C sinks (Li et al., 2014), the difference is still significant",2.0
10.1016/j.gloenvcha.2023.102667,Emissions Difference,Global,SSPs,2099.0,Historical,GtCO2,68.0,,,,,,11,"Even with a 42% decrease of net carbon emissions after post-fire C sinks (Li et al., 2014), the difference is still significant",2.0
10.1038/NCLIMATE2807,NPV of impacts,Global,A1B,2200.0,No permafrost,US$ trillion,43.0,,5%,3.0,95%,166.0,"New Science, Page 1",Increase due to permafrost emissions,2.0
10.1038/NCLIMATE2807,NPV of impacts,Global,A1B,2200.0,Default PAGE09,US$ trillion,389.0,,,,,,"New Science, Page 1",Impacts of climate change with permafrost emissions.,2.0
10.1038/NCLIMATE2807,Temperature,Global,A1B,2100.0,No permafrost,°C,0.17,,5%,0.11,95%,0.25,"New Science, Page 1, Highlights",Due to permafrost emissions,2.0
10.1038/NCLIMATE2807,Temperature,Global,A1B,2150.0,No permafrost,°C,0.26,,,,,,"Page 2, 2",Mean Value,2.0
10.1038/NCLIMATE2807,Temperature,Global,A1B,2200.0,No permafrost,°C,0.29,,,,,,"Page 2, 2",Mean Value,2.0
10.1038/NCLIMATE2807,Emissions,Global,A1B,2200.0,Pre-industrial,%,10.0,,,,,,"Page 2, 2",Permafrost contribution,2.0
10.1038/NCLIMATE2807,Warming,Global,A1B,2200.0,Pre-industrial,%,7.0,,,,,,"Page 2, 2",Permafrost contribution,2.0
10.1038/NCLIMATE2807,Extra Impacts,Global,A1B,2100.0,No permafrost,US$ trillion,2.8,,,,,,"Page 2, 2",0.35% global GDP,2.0
10.1038/NCLIMATE2807,Extra Impacts,Global,A1B,2200.0,No permafrost,US$ trillion,30.0,,,,,,"Page 2, 2",0.7% global GDP,2.0
10.1038/NCLIMATE2807,NPV Impacts,Global,SSP2,2100.0,PAGE09 A1B,US$ trillion,54.0,,,,,,"Page 2, 2",,2.0
10.1038/NCLIMATE2807,NPV Impacts,Global,SSP3,2100.0,PAGE09 A1B,US$ trillion,91.0,,,,,,"Page 2, 2",,2.0
10.1038/NCLIMATE2807,NPV Impacts,Global,UK Met Office,2100.0,PAGE09 A1B,US$ trillion,6.0,,5%,0.4,95%,17.0,"Page 2, 2",,2.0
10.1038/NCLIMATE2807,Impact Reduction,Global,A1B,2100.0,No Abatement,US$ trillion,-37.0,,,,,,"Page 2, 2",,2.0
10.1038/NCLIMATE2807,NPV of impacts,Global,A1B,2200.0,No permafrost,%,13.0,,5%,,95%,,New Science,Proportional to increase in emissions,2.0
10.5194/esd-14-1015-2023,National Damages,United States,Multiple,2090.0,No CC,USD Trillion,2.9,,2.5%,0.51,97.5%,12.0,"Abstract, Table 1, 1","Mean estimate. 95% confidence interval [0.51, 12] Trillion USD.  Total in FrEDI",3.0
10.5194/esd-14-1015-2023,Damages per capita,United States,Multiple,2090.0,No CC,USD,9300.0,,2.5%,1800.0,97.5%,37000.0,"Figure 5, 1","Southeast regions. Value projected to 2090; top sectors are Roads, Air conditioning, Temperature, and High Tide Flooding (HTF).",3.0
10.5194/esd-14-1015-2023,Damages per capita,United States,Multiple,2090.0,No CC,USD,6300.0,,2.5%,840.0,97.5%,27000.0,"Figure 5, 1","Southwest regions. Value projected to 2090; top sectors are Wildfire, Air conditioning, and Temperature.",3.0
10.5194/esd-14-1015-2023,GDP Effects,United States,RFF-SP,2090.0,No CC,% of US GDP,3.0,,5%,510.0,95%,12000.0,"Page 6, 1020",Estimated climate-driven damages could lead to a decrease in GDP of over 3.0% annually by the end of the century. Annual decrease in GDP due to climate change impacts.,3.0
10.5194/esd-14-1015-2023,Work hours lost,United States,RFF-SP,2090.0,No CC,millions of hours,430.0,,2.5%,170.0,97.5%,830.0,"Table 2, 1022","Labor sector impacts, 95% CI and mean. Work hours lost due to climate change impacts",3.0
10.5194/esd-14-1015-2023,Damages,United States,SSP1-1.9,2090.0,FrEDI baseline,billion 2020 USD,700.0,,,,,,Table 3,Annual US damages. Estimated US damages in 2090,3.0
10.5194/esd-14-1015-2023,Damages,United States,SSP2-4.5,2090.0,FrEDI baseline,billion 2020 USD,1700.0,,,,,,Table 3,Annual US damages. Estimated US damages in 2090,3.0
10.5194/esd-14-1015-2023,Damages,United States,SSP3-7.0,2090.0,FrEDI baseline,billion 2020 USD,1600.0,,,,,,Table 3,Annual US damages. Estimated US damages in 2090,3.0
10.5194/esd-14-1015-2023,Damages,United States,SSP5-8.5,2090.0,FrEDI baseline,billion 2020 USD,7000.0,,,,,,Table 3,Annual US damages. Estimated US damages in 2090,3.0
10.5194/esd-14-1015-2023,Damages,United States,This study mean,2090.0,FrEDI baseline,billion 2020 USD,2900.0,,2.5%,510.0,97.5%,12000.0,Table 3,"Annual US damages, 95% CI. Estimated US damages in 2090, using mean (95% CI)",3.0
10.5194/esd-14-1015-2023,Temperature change,United States,This study mean,2090.0,1986–2005 average,◦C,1.8,,5%,0.8,95%,3.2,Table 3,"relative to FrEDI baseline, 95% CI",3.0
10.5194/esd-14-1015-2023,Agriculture,United States,SSP2-4.5,2090.0,No CC,USD billion per year,6.1,,2.5%,0.42,97.5%,19.0,"Table A1, 1028","Revenue lost from changes in wheat, cotton, soybean, and maize crop yields.  Values represent mean and 95% confidence interval. Revenue lost from changes in wheat, cotton, soybean, and maize crop yields with CO2 fertilization.",3.0
10.5194/esd-14-1015-2023,Coastal property,United States,SSP2-4.5,2090.0,No CC,USD billion per year,9.4,,2.5%,5.9,97.5%,21.0,"Table A1, 1028",Damage to coastal property value. Values represent mean and 95% confidence interval.  Reactive adaptation considered. Damage to coastal property value due to reactive adaptation.,3.0
10.5194/esd-14-1015-2023,Electricity,United States,SSP2-4.5,2090.0,No CC,USD billion per year,11.0,,2.5%,2.4,97.5%,21.0,"Table A1, 1028","Increases in power sector costs (e.g., capital, fuel, variable operation and maintenance (O&M), and fixed O&M cost). Values represent mean and 95% confidence interval. No additional adaptation considered. Increase in power sector costs due to no adaptation.",3.0
10.5194/esd-14-1015-2023,Electricity transmission,United States,SSP2-4.5,2090.0,No CC,USD billion per year,11.0,,2.5%,6.9,97.5%,14.0,"Table A1, 1028",Damages to transmission and distribution infrastructure. Values represent mean and 95% confidence interval. Reactive adaptation considered. Damages to transmission and distribution infrastructure due to reactive adaptation.,3.0
10.5194/esd-14-1015-2023,Transportation,United States,SSP2-4.5,2090.0,No CC,USD billion per year,140.0,,2.5%,110.0,97.5%,200.0,"Table A1, Table A3, 1028",Costs of traffic delays from flooding and cost of related infrastructure improvements. Values represent mean and 95% confidence interval. Reasonably anticipated adaptation considered. Transport damages. Costs of traffic delays from flooding and cost of related infrastructure improvements due to reasonably anticipated adaptation.,3.0
10.5194/esd-14-1015-2023,Inland flooding,United States,SSP2-4.5,2090.0,No CC,USD billion per year,0.73,,2.5%,0.1,97.5%,1.6,"Table A1, 1028",Damages from riverine flooding (residential). Values represent mean and 95% confidence interval. No additional adaptation considered. Damages from riverine flooding (residential) due to no adaptation.,3.0
10.5194/esd-14-1015-2023,Labor,United States,SSP2-4.5,2090.0,No CC,USD billion per year,51.0,,2.5%,6.7,97.5%,220.0,"Table A1, 1028",Damages from work hours lost. Values represent mean and 95% confidence interval. No additional adaptation considered. Damages from work hours lost due to no adaptation.,3.0
10.5194/esd-14-1015-2023,Rail infrastructure,United States,SSP2-4.5,2090.0,No CC,USD billion per year,19.0,,2.5%,7.7,97.5%,45.0,"Table A1, Table A3, 1028",Infrastructure costs associated with temperature-induced track buckling. Values represent mean and 95% confidence interval. Reactive adaptation considered. Rail damages. Infrastructure costs associated with temperature-induced track buckling due to reactive adaptation.,3.0
10.5194/esd-14-1015-2023,Road infrastructure,United States,SSP2-4.5,2090.0,No CC,USD billion per year,17.0,,2.5%,6.6,97.5%,35.0,"Table A1, Table A3, 1028","Cost of road repair, user costs (vehicle damage), and road delays due to changes in road surface quality. Values represent mean and 95% confidence interval. Reactive adaptation considered. Road damages. Cost of road repair, user costs (vehicle damage), and road delays due to reactive adaptation.",3.0
10.5194/esd-14-1015-2023,Tropical storm wind,United States,SSP2-4.5,2090.0,No CC,USD billion per year,28.0,,2.5%,12.0,97.5%,49.0,"Table A1, 1028",Cost of changes in hurricane wind damage to coastal properties. Values represent mean and 95% confidence interval. No additional adaptation considered. Cost of changes in hurricane wind damage to coastal properties due to no adaptation.,3.0
10.5194/esd-14-1015-2023,Urban drainage,United States,SSP2-4.5,2090.0,No CC,USD billion per year,4.2,,2.5%,3.2,97.5%,5.0,"Table A1, 1028",Costs of proactive urban drainage infrastructure adaptation. Values represent mean and 95% confidence interval. Proactive adaptation. Costs of proactive urban drainage infrastructure adaptation.,3.0
10.5194/esd-14-1015-2023,Winter recreation,United States,SSP2-4.5,2090.0,No CC,USD billion per year,2.0,,2.5%,0.83,97.5%,3.7,"Table A1, 1028","Revenue lost from suppliers of alpine, cross-country skiing, and snowmobiling. Values represent mean and 95% confidence interval. Adaptation considered. Revenue lost from suppliers of alpine, cross-country skiing, and snowmobiling due to adaptation.",3.0
10.5194/esd-14-1015-2023,Transport damages,United States,Not specified,2090.0,Reasonable adapt,USD billions yr−1,140.0,,5%,110.0,95%,200.0,"Page 17, Table A3",High-tide flooding,3.0
10.5194/esd-14-1015-2023,Transport damages,United States,Not specified,2090.0,Direct adaptation,USD billions yr−1,1.9,,5%,1.3,95%,3.4,"Page 17, Table A3",High-tide flooding,3.0
10.5194/esd-14-1015-2023,Cost of Carbon Emissions,United States,Ramsey 3.0%,2023.0,No CC,Dollars per ton of CO2,15.0,,2.5%,,97.5%,,"Page 12, Fig A5",Median value at a 3.0% discount rate; range represents 2.5th and 97.5th percentiles,3.0
10.5194/esd-14-1015-2023,Cost of Carbon Emissions,United States,Ramsey 2.5%,2023.0,No CC,Dollars per ton of CO2,21.0,,2.5%,,97.5%,,"Page 12, Fig A5",Median value at a 2.5% discount rate; range represents 2.5th and 97.5th percentiles,3.0
10.5194/esd-14-1015-2023,Cost of Carbon Emissions,United States,Ramsey 2.0%,2023.0,No CC,Dollars per ton of CO2,32.0,,2.5%,,97.5%,,"Page 12, Fig A5",Median value at a 2.0% discount rate; range represents 2.5th and 97.5th percentiles,3.0
10.5194/esd-14-1015-2023,Cost of Carbon Emissions,United States,Ramsey 1.5%,2023.0,No CC,Dollars per ton of CO2,51.0,,2.5%,,97.5%,,"Page 12, Fig A5",Median value at a 1.5% discount rate; range represents 2.5th and 97.5th percentiles,3.0
10.1016/j.worlddev.2015.03.003,GDP,Vietnam,Single drought event,2005.0,No CC,%,-0.2,,,,,,7,Estimated economic damage from a single drought.,2.0
10.1016/j.worlddev.2015.03.003,GDP,Vietnam,Rainfall-defined drought,2015.0,No drought,%,-0.2,,,,,,Highlights,National level estimate of drought costs,2.0
10.1016/j.worlddev.2015.03.003,Health Expenditures,Vietnam,Historical rainfall data,2010.0,No CC,PPP USD,144.0,,,,,,25,Increase in health expenditures due to drought-related illness,2.0
10.1016/j.worlddev.2015.03.003,Health Expenditures,Vietnam,Historical rainfall data,2010.0,No CC,PPP USD,90.0,,,,,,25,Increase in health expenditures due to drought-related illness for lower wealth distribution,2.0
10.1007/s13753-014-0035-0,Inundated Area,Global,Historical (1975-2007),2007.0,No Storm Surge,correlation coefficient,0.72,,,,,,,,2.0
10.1007/s13753-014-0035-0,Population Impact,Global,Historical (1975-2007),2007.0,No Storm Surge,correlation coefficient,0.47,,,,,,,,2.0
10.1007/s13753-014-0035-0,GDP Impact,Global,Historical (1975-2007),2007.0,No Storm Surge,correlation coefficient,0.57,,,,,,,,2.0
10.1007/s13753-014-0035-0,GDP,United States,Historical (1975-2007),2007.0,No CC,Ranking,1.0,,,,,,,,2.0
10.1007/s13753-014-0035-0,GDP,China,Historical (1975-2007),2007.0,No CC,Ranking,2.0,,,,,,,,2.0
10.1007/s13753-014-0035-0,GDP,Bangladesh,Historical (1975-2007),2007.0,No CC,Ranking,6.0,,,,,,,,2.0
10.1007/s13753-014-0035-0,Population,Bangladesh,Historical (1975-2007),2007.0,No CC,Ranking,2.0,,,,,,,,2.0
10.1007/s13753-014-0035-0,Population,India,Historical (1975-2007),2007.0,No CC,Ranking,3.0,,,,,,,,2.0
10.1007/s13753-014-0035-0,Population,China,Historical (1975-2007),2007.0,No CC,Ranking,1.0,,,,,,,,2.0
10.1007/s13753-014-0035-0,Population,Vietnam,Historical (1975-2007),2007.0,No CC,Ranking,6.0,,,,,,,,2.0
10.1007/s13753-014-0035-0,Area,United States,Historical (1975-2007),2007.0,No CC,Ranking,1.0,,,,,,,,2.0
10.1007/s13753-014-0035-0,Area,Mexico,Historical (1975-2007),2007.0,No CC,Ranking,2.0,,,,,,,,2.0
10.1007/s13753-014-0035-0,Area,Bangladesh,Historical (1975-2007),2007.0,No CC,Ranking,6.0,,,,,,,,2.0
10.1080/17565529.2022.2074349,Output per adult,South Africa,Severe climate scenario,2100.0,No CC,percentage points,-11.0,,,,,,Abstract,Climate change damages both on sectoral productivity and on labour availability.,3.0
10.1080/17565529.2022.2074349,Output per adult,South Africa,RCP8.5,2100.0,No CC,%,-11.0,,,,,,Reviewer 2,Output per adult shrinks by about 11% under severe climate change projections.,3.0
10.1080/17565529.2022.2074349,Output per adult,South Africa,RCP8.5,2100.0,No CC,%,-10.0,,,,,,Figures A2,Based on climate demand model.,3.0
10.1080/17565529.2022.2074349,Output per adult,South Africa,RCP4.5,2100.0,No CC,%,-5.0,,,,,,Figures A2,This is an approximate value taken from graph (a) and (b) climate supply and climate demand models.,3.0
10.1080/17565529.2022.2074349,Output per adult,South Africa,RCP6.0,2100.0,No CC,%,-5.0,,,,,,Figures A2,This is an approximate value taken from graph (a) and (b) climate supply and climate demand models.,3.0
10.1080/17565529.2022.2074349,Output per adult,South Africa,RCP2.6,2100.0,No CC,%,0.0,,,,,,Figures A2,This is an approximate value taken from graph (a) and (b) climate supply and climate demand models.,3.0
10.1057/s41288-017-0075-y,Uninsured Losses as % of GDP,Emerging Economies,Historical,2005.0,1990,%,0.38,,,,,,Image: Weather related,Peak uninsured weather related losses corroborated by multiple reviewers,3.0
10.1057/s41288-017-0075-y,Uninsured Losses as % of GDP,Emerging Economies,Historical,2015.0,1990,%,0.07,,,,,,Image: Nat cat,Uninsured natural catastrophe related losses corroborated by multiple reviewers,3.0
10.1057/s41288-017-0075-y,Uninsured Losses as % of GDP,Global,Historical,2005.0,1990,%,0.2,,,,,,Image: Weather related,Global uninsured weather related losses corroborated by multiple reviewers,3.0
10.1057/s41288-017-0075-y,Uninsured Losses as % of GDP,Global,Historical,2005.0,1990,%,0.04,,,,,,Line graph: Nat cat,Global uninsured natural catastrophe related losses corroborated by multiple reviewers,3.0
10.1057/s41288-017-0075-y,Uninsured Losses as % of GDP,Advanced Economies,Historical,2015.0,1990,%,0.12,,,,,,Image: Weather related,Uninsured weather related losses corroborated by multiple reviewers,3.0
10.1057/s41288-017-0075-y,Uninsured Losses,Global,Historical,2016.0,No CC,USD trillion,-2.9,,,,,,Page 1,Total uninsured loss corroborated by multiple reviewers from 2016 data,3.0
10.1057/s41288-017-0075-y,Property Damage Losses,USA,Catastrophe scenarios,2015.0,No CC,Billions of USD,30.0,,,,,,Image: Annual expected nat cat property damage losses,Total expected damage losses for 2015 corroborated from multiple graphics,3.0
10.1057/s41288-017-0075-y,Uninsured losses % of GDP,Emerging Economies,Historical (10-yr avg),2000.0,1990,%,0.35,,,,,,Line Graph: Weather related,Peak uninsured weather related losses corroborated by multiple reviewers,3.0
10.1057/s41288-017-0075-y,Uninsured losses % of GDP,Global,Historical (10-yr avg),2000.0,1990,%,0.2,,,,,,Line Graph: Weather related,Gradual increase corroborated as peak by multiple reviewers,3.0
10.1057/s41288-017-0075-y,Uninsured losses % of GDP,Advanced Economies,Historical (10-yr avg),2000.0,1990,%,0.12,,,,,,Line Graph: Weather related,Stable value for uninsured advanced corroborated by multiple reviewers,3.0
10.1057/s41288-017-0075-y,Uninsured losses % of GDP,Advanced Economies,Historical (10-yr avg),2005.0,1990,%,0.04,,,,,,Line Graph: Nat cat,Stable value for uninsured advanced corroborated by multiple reviewers,3.0
